301,0.89
302,0.9
303,0.91
304,0.93
305,0.93
308,0.91
309,0.92
310,0.92
311,0.92
315,0.92
316,0.93
317,0.93
318,0.95
319,0.95
322,0.93
323,0.93
324,0.91
325,0.88
326,0.87
329,0.85
330,0.83
331,0.84
332,0.86
333,0.84
336,0.82
337,0.79
338,0.78
339,0.77
340,0.76
343,0.78
344,0.8
345,0.85
346,0.86
347,0.89
350,0.89
351,0.9
352,0.91
353,0.91
354,0.9
357,0.88
358,0.91
359,0.91
360,0.92
361,0.94
364,0.92
365,0.92
366,0.91
367,0.95
368,0.97
371,0.97
372,0.97
373,0.95
374,0.96
379,0.98
380,1
381,1.03
382,1.06
385,1.06
386,1.08
387,1.08
388,1.08
389,1.12
392,1.1
393,1.09
394,1.08
395,1.08
396,1.04
399,1.03
400,1.03
401,1.04
402,1.06
403,1.07
406,1.09
407,1.09
408,1.09
409,1.09
410,1.09
413,1.08
414,1.09
415,1.09
416,1.08
417,1.09
420,1.08
421,1.08
422,1.09
423,1.06
424,1.07
428,1.06
429,1.06
430,1.06
431,1.04
434,1.04
435,1.04
436,1.04
437,1.05
438,1.04
441,1.05
442,1.03
443,1
444,0.98
445,0.94
448,0.92
449,0.91
450,0.91
451,0.92
452,0.94
455,0.92
456,0.9
457,0.92
458,0.91
459,0.91
462,0.9
463,0.88
464,0.89
465,0.89
466,0.9
469,0.87
470,0.88
471,0.89
472,0.92
473,0.92
476,0.93
477,0.95
478,0.96
479,0.98
480,0.99
483,1
484,1.05
485,1.07
486,1.09
487,1.12
490,1.12
491,1.16
492,1.16
493,1.15
494,1.18
497,1.21
498,1.19
499,1.21
500,1.27
501,1.27
504,1.29
505,1.29
506,1.29
507,1.29
508,1.27
511,1.24
512,1.25
513,1.25
514,1.27
515,1.26
518,1.26
519,1.26
520,1.25
521,1.25
522,1.25
525,1.25
526,1.25
527,1.26
528,1.27
529,1.26
532,1.22
533,1.22
534,1.24
535,1.23
536,1.24
539,1.23
540,1.21
541,1.24
542,1.23
543,1.2
546,1.2
547,1.2
548,1.21
549,1.23
550,1.24
553,1.22
554,1.26
555,1.29
556,1.32
557,1.35
560,1.33
561,1.34
562,1.34
563,1.32
564,1.35
567,1.34
568,1.33
569,1.32
570,1.33
571,1.37
575,1.36
576,1.35
577,1.3
578,1.31
581,1.29
582,1.3
583,1.29
584,1.3
585,1.3
588,1.3
589,1.3
590,1.3
591,1.29
592,1.29
595,1.3
596,1.31
597,1.32
598,1.29
599,1.29
602,1.3
603,1.29
604,1.27
605,1.28
606,1.23
609,1.22
610,1.25
611,1.25
612,1.22
613,1.21
616,1.21
617,1.19
618,1.19
619,1.19
620,1.21
623,1.2
624,1.19
625,1.2
626,1.2
627,1.21
630,1.2
631,1.2
632,1.2
633,1.19
638,1.19
639,1.21
640,1.21
645,1.21
646,1.22
647,1.21
648,1.2
651,1.2
652,1.21
653,1.19
654,1.17
655,1.18
658,1.17
659,1.16
660,1.21
661,1.21
662,1.21
665,1.2
666,1.2
667,1.21
668,1.24
669,1.3
672,1.29
673,1.31
674,1.32
675,1.32
676,1.3
679,1.29
680,1.28
681,1.32
682,1.32
683,1.32
686,1.33
687,1.33
688,1.35
689,1.33
690,1.32
693,1.33
694,1.34
695,1.33
696,1.32
697,1.3
700,1.32
701,1.3
702,1.3
703,1.32
704,1.32
707,1.34
708,1.34
709,1.34
710,1.36
711,1.36
714,1.36
715,1.34
716,1.32
717,1.33
718,1.33
721,1.33
722,1.3
723,1.3
724,1.28
725,1.27
728,1.28
729,1.26
730,1.28
731,1.31
736,1.4
737,1.42
738,1.42
739,1.45
742,1.5
743,1.46
744,1.44
745,1.44
746,1.42
749,1.38
750,1.4
751,1.4
752,1.38
753,1.39
756,1.39
757,1.39
758,1.4
759,1.38
760,1.38
763,1.37
764,1.34
765,1.31
766,1.29
767,1.25
770,1.26
771,1.28
772,1.25
773,1.25
774,1.26
777,1.23
778,1.23
779,1.23
780,1.23
781,1.21
784,1.23
785,1.2
786,1.2
787,1.21
788,1.23
791,1.19
792,1.17
793,1.16
794,1.17
795,1.17
799,1.16
800,1.17
801,1.16
802,1.18
805,1.18
806,1.18
807,1.17
808,1.16
809,1.17
812,1.16
813,1.16
814,1.15
815,1.15
816,1.13
819,1.12
820,1.11
821,1.09
822,1.07
823,1.05
826,1.05
827,1.04
828,1.03
829,1.03
830,1.03
833,1.03
834,1.03
835,1.04
836,1.04
837,1.04
840,1.02
841,1.04
842,1.09
843,1.09
844,1.12
847,1.12
848,1.14
849,1.15
850,1.13
851,1.12
854,1.12
855,1.15
856,1.13
857,1.14
858,1.14
861,1.14
862,1.15
863,1.15
864,1.13
865,1.14
868,1.17
869,1.17
870,1.17
871,1.18
872,1.19
875,1.22
876,1.22
877,1.21
878,1.29
879,1.28
882,1.3
883,1.29
884,1.28
885,1.29
886,1.3
889,1.3
890,1.35
891,1.3
892,1.28
893,1.28
896,1.28
897,1.3
898,1.3
899,1.29
900,1.29
903,1.3
904,1.3
905,1.3
906,1.3
907,1.29
910,1.32
911,1.31
912,1.3
913,1.29
914,1.29
917,1.3
918,1.31
919,1.3
920,1.3
921,1.3
924,1.31
925,1.3
926,1.3
927,1.3
928,1.33
931,1.33
932,1.35
933,1.33
934,1.34
935,1.34
939,1.34
940,1.36
941,1.35
942,1.35
945,1.35
946,1.34
947,1.36
948,1.37
949,1.38
952,1.37
953,1.37
954,1.37
955,1.39
956,1.38
959,1.36
960,1.37
961,1.34
962,1.34
963,1.34
966,1.34
967,1.33
968,1.32
969,1.33
970,1.34
973,1.38
974,1.38
975,1.38
976,1.41
977,1.43
980,1.43
981,1.43
982,1.44
983,1.41
984,1.41
987,1.42
988,1.42
989,1.43
990,1.48
991,1.49
994,1.5
995,1.54
996,1.52
997,1.5
998,1.54
1003,1.5
1004,1.51
1005,1.54
1010,1.53
1011,1.54
1012,1.54
1015,1.54
1016,1.54
1017,1.54
1018,1.53
1019,1.53
1022,1.52
1023,1.5
1024,1.45
1025,1.44
1026,1.45
1029,1.43
1030,1.47
1031,1.46
1032,1.45
1033,1.44
1036,1.4
1037,1.4
1038,1.39
1039,1.4
1040,1.4
1043,1.4
1044,1.41
1045,1.42
1046,1.43
1047,1.41
1050,1.39
1051,1.4
1052,1.4
1053,1.39
1054,1.4
1057,1.4
1058,1.39
1059,1.34
1060,1.32
1061,1.34
1064,1.35
1065,1.35
1066,1.33
1067,1.3
1068,1.29
1071,1.28
1072,1.27
1073,1.23
1074,1.23
1075,1.24
1078,1.22
1079,1.17
1080,1.1
1081,1.17
1082,1.17
1085,1.14
1086,1.14
1087,1.13
1088,1.11
1089,1.1
1092,1.1
1093,1.12
1094,1.11
1095,1.12
